STORE,REF,ACCOUNT,PO,CUSTOMER,ORDER DATE,ORDER AGE IN DAYS,VALUE,SHIP VIA,DATA REFRESH,order_status
BP,108734622,902590,256015459,Rock Auto,2023-11-05,1,173.42,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734623,902590,256015514,Rock Auto,2023-11-05,1,179.0,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734629,902930,GWJHrCBGm,Amazon,2023-11-05,1,275.41,UPSG,2023-11-06,[d] canceled in numina
BP,108734638,903265,91612993,AutoZone,2023-11-05,1,272.34,FDXSO,2023-11-06,[b] errored out in bp
BP,108734651,902760,3827844,Turn 5 Inc,2023-11-05,1,449.7,FDXHD,2023-11-06,[b] errored out in bp
BP,108734656,902590,256015640,Rock Auto,2023-11-05,1,204.85,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734657,902590,256015771,Rock Auto,2023-11-05,1,40.48,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734693,902590,256018238,Rock Auto,2023-11-05,1,411.02,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734694,902590,256018372,Rock Auto,2023-11-05,1,419.19,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734695,902590,256018414,Rock Auto,2023-11-05,1,68.73,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734696,902590,256018174,Rock Auto,2023-11-05,1,170.7,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734697,902590,250210277,Rock Auto,2023-11-05,1,283.28,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734699,902590,256019023,Rock Auto,2023-11-05,1,50.15,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734700,902590,256018985,Rock Auto,2023-11-05,1,85.19,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734701,902590,256019083,Rock Auto,2023-11-05,1,112.28,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734702,902590,256019169,Rock Auto,2023-11-05,1,68.42,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734703,902590,256019325,Rock Auto,2023-11-05,1,73.91,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734704,902590,256019358,Rock Auto,2023-11-05,1,303.89,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734705,902590,256019184,Rock Auto,2023-11-05,1,154.38,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734706,902590,256019541,Rock Auto,2023-11-05,1,30.32,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734707,902590,256019727,Rock Auto,2023-11-05,1,237.78,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734708,902590,256019880,Rock Auto,2023-11-05,1,112.1,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734709,902590,256019904,Rock Auto,2023-11-05,1,165.85,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734710,902590,256019839,Rock Auto,2023-11-05,1,78.12,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734711,902590,256019948,Rock Auto,2023-11-05,1,102.17,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734712,902590,256019916,Rock Auto,2023-11-05,1,89.13,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734713,902590,256020071,Rock Auto,2023-11-05,1,58.8,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734714,902590,256020132,Rock Auto,2023-11-05,1,134.24,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734715,902590,256020111,Rock Auto,2023-11-05,1,101.5,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734716,902590,256020326,Rock Auto,2023-11-05,1,168.57,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734732,902930,G4P2pjBGm,Amazon,2023-11-05,1,32.37,UPSG,2023-11-06,[n] open in bp numina
BP,108734744,902590,256020471,Rock Auto,2023-11-05,1,97.16,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734745,902590,256020615,Rock Auto,2023-11-05,1,145.39,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734746,902590,256020542,Rock Auto,2023-11-05,1,160.93,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734747,902590,256020574,Rock Auto,2023-11-05,1,82.54,UPS1,2023-11-06,[r] rock auto sales PO
BP,108734748,902590,256020746,Rock Auto,2023-11-05,1,204.4,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734750,902590,256021017,Rock Auto,2023-11-05,1,196.42,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734751,902590,256021307,Rock Auto,2023-11-05,1,105.75,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734752,902590,256021287,Rock Auto,2023-11-05,1,419.86,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734753,902590,256021384,Rock Auto,2023-11-05,1,740.98,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734754,902590,256021468,Rock Auto,2023-11-05,1,279.75,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734756,902590,256021599,Rock Auto,2023-11-05,1,130.4,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734757,902590,256021589,Rock Auto,2023-11-05,1,45.7,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734758,902590,256021908,Rock Auto,2023-11-05,1,151.82,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734759,902590,256022025,Rock Auto,2023-11-05,1,104.41,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734760,902590,256022055,Rock Auto,2023-11-05,1,55.99,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734761,902590,256022144,Rock Auto,2023-11-05,1,314.88,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734762,902590,256022107,Rock Auto,2023-11-05,1,61.79,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734763,902590,256022114,Rock Auto,2023-11-05,1,51.8,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734764,902590,256022243,Rock Auto,2023-11-05,1,52.7,FDXG,2023-11-06,[r] rock auto sales PO
BP,108734765,902590,256022320,Rock Auto,2023-11-05,1,30.2,UPSG,2023-11-06,[r] rock auto sales PO
BP,108734766,902590,256022352,Rock Auto,2023-11-05,1,55.55,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735415,903265,91619364,AutoZone,2023-11-05,1,116.99,FDXSO,2023-11-06,[n] open in bp numina
BP,108735416,903265,91619435,AutoZone,2023-11-05,1,123.45,FDXG,2023-11-06,[q] pending release
BP,108735417,902530,GfQyGV8bm,Amazon-Callahan,2023-11-05,1,64.49,UPSG,2023-11-06,[k] amazon dropship
BP,108735418,903265,91619013,AutoZone,2023-11-05,1,294.78,FDXSO,2023-11-06,[q] pending release
BP,108735419,903265,91619188,AutoZone,2023-11-05,1,158.38,FEDPO,2023-11-06,[q] pending release
BP,108735420,903265,91619529,AutoZone,2023-11-05,1,241.08,FDXG,2023-11-06,[q] pending release
BP,108735421,900001,151667858,Carparts.com,2023-11-05,1,117.64,FDXG,2023-11-06,[q] pending release
BP,108735422,903265,91619544,AutoZone,2023-11-05,1,232.69,FDXG,2023-11-06,[q] pending release
BP,108735423,903265,91619561,AutoZone,2023-11-05,1,179.65,FDXG,2023-11-06,[q] pending release
BP,108735424,902530,GvzR368pm,Amazon-Callahan,2023-11-05,1,168.74,UPS2,2023-11-06,[k] amazon dropship
BP,108735425,903265,91619653,AutoZone,2023-11-05,1,56.62,FDXSO,2023-11-06,[q] pending release
BP,108735426,903265,91619178,AutoZone,2023-11-05,1,91.55,FEDPO,2023-11-06,[q] pending release
BP,108735427,903265,91619571,AutoZone,2023-11-05,1,69.54,FDXG,2023-11-06,[q] pending release
BP,108735428,902930,G7t1pd8qm,Amazon,2023-11-05,1,202.96,UPSG,2023-11-06,[k] amazon dropship
BP,108735429,903265,91619570,AutoZone,2023-11-05,1,31.98,FDXG,2023-11-06,[q] pending release
BP,108735430,903265,91619496,AutoZone,2023-11-05,1,334.29,FDXSO,2023-11-06,[q] pending release
BP,108735431,902670,49541855-4B2C4E,CarID,2023-11-05,1,77.73,FDXHD,2023-11-06,[q] pending release
BP,108735432,903265,91619576,AutoZone,2023-11-05,1,7.27,FDXG,2023-11-06,[q] pending release
BP,108735433,900001,151666013,Carparts.com,2023-11-05,1,150.91,FDXG,2023-11-06,[q] pending release
BP,108735434,903265,91618844,AutoZone,2023-11-05,1,166.77,FDXSO,2023-11-06,[n] open in bp numina
BP,108735435,903265,91619577,AutoZone,2023-11-05,1,12.18,FDXG,2023-11-06,[q] pending release
BP,108735436,902530,G7YSWt8bm,Amazon-Callahan,2023-11-05,1,137.37,UPSG,2023-11-06,[k] amazon dropship
BP,108735437,903265,91619383,AutoZone,2023-11-05,1,157.94,FDXG,2023-11-06,[q] pending release
BP,108735438,903265,91619536,AutoZone,2023-11-05,1,102.04,FDXG,2023-11-06,[q] pending release
BP,108735439,900001,151666512,Carparts.com,2023-11-05,1,132.05,FDXG,2023-11-06,[q] pending release
BP,108735440,902930,G4hKmL89m,Amazon,2023-11-05,1,262.32,UPSG,2023-11-06,[k] amazon dropship
BP,108735441,902530,G7KsxD85m,Amazon-Callahan,2023-11-05,1,71.72,UPSG,2023-11-06,[k] amazon dropship
BP,108735442,903265,91619094,AutoZone,2023-11-05,1,104.29,FDXSO,2023-11-06,[q] pending release
BP,108735401,902590,256056384,Rock Auto,2023-11-05,1,50.19,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735402,903265,91619607,AutoZone,2023-11-05,1,83.19,FDXSO,2023-11-06,[q] pending release
BP,108735403,903265,91619574,AutoZone,2023-11-05,1,10.64,FDXG,2023-11-06,[q] pending release
BP,108735404,903265,91619323,AutoZone,2023-11-05,1,492.04,FDXG,2023-11-06,[q] pending release
BP,108735405,903265,91619638,AutoZone,2023-11-05,1,129.84,FDXG,2023-11-06,[q] pending release
BP,108735406,902930,GkJP0b8Gm,Amazon,2023-11-05,1,16.43,UPSG,2023-11-06,[k] amazon dropship
BP,108735407,902930,GBSLSW8Bm,Amazon,2023-11-05,1,272.53,UPSG,2023-11-06,[k] amazon dropship
BP,108735408,900001,151666185,Carparts.com,2023-11-05,1,198.98,FDXG,2023-11-06,[q] pending release
BP,108735409,903265,91619217,AutoZone,2023-11-05,1,157.55,FDXSO,2023-11-06,[q] pending release
BP,108735410,900001,151667404,Carparts.com,2023-11-05,1,80.23,FDXG,2023-11-06,[q] pending release
BP,108735411,903265,91619227,AutoZone,2023-11-05,1,131.38,FDXSO,2023-11-06,[q] pending release
BP,108735412,902760,3828380,Turn 5 Inc,2023-11-05,1,237.85,FDXHD,2023-11-06,[q] pending release
BP,108735413,900001,151666584,Carparts.com,2023-11-05,1,97.87,FDXG,2023-11-06,[q] pending release
BP,108735414,902530,G4vbTm8Xm,Amazon-Callahan,2023-11-05,1,179.45,UPSG,2023-11-06,[k] amazon dropship
BP,108735443,902930,GfDDPY8cm,Amazon,2023-11-05,1,108.78,UPSG,2023-11-06,[k] amazon dropship
BP,108735444,902530,GBBMxh8gm,Amazon-Callahan,2023-11-05,1,128.66,UPSGS,2023-11-06,[k] amazon dropship
BP,108735445,903265,91619632,AutoZone,2023-11-05,1,98.36,FDXSO,2023-11-06,[q] pending release
BP,108735446,902590,256056286,Rock Auto,2023-11-05,1,212.01,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735447,902590,256056447,Rock Auto,2023-11-05,1,227.21,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735448,902590,256056368,Rock Auto,2023-11-05,1,110.11,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735449,902590,256056689,Rock Auto,2023-11-05,1,13.66,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735450,902590,256056668,Rock Auto,2023-11-05,1,82.32,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735451,902590,256056722,Rock Auto,2023-11-05,1,78.86,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735452,902590,256056889,Rock Auto,2023-11-05,1,21.88,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735453,902590,256057004,Rock Auto,2023-11-05,1,69.16,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735454,902590,256057312,Rock Auto,2023-11-05,1,65.98,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735455,902590,256057397,Rock Auto,2023-11-05,1,57.82,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735456,902590,256057534,Rock Auto,2023-11-05,1,19.96,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735457,902590,256057637,Rock Auto,2023-11-05,1,14.58,USPS,2023-11-06,[r] rock auto sales PO
BP,108735458,902590,256057680,Rock Auto,2023-11-05,1,117.2,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735459,902590,256057740,Rock Auto,2023-11-05,1,190.34,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735460,902590,256057653,Rock Auto,2023-11-05,1,225.44,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735461,902590,256057756,Rock Auto,2023-11-05,1,61.22,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735462,902590,256057848,Rock Auto,2023-11-05,1,81.46,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735463,902590,256057880,Rock Auto,2023-11-05,1,193.36,UPSG,2023-11-06,[y] duplicate POs
BP,108735464,902590,256058115,Rock Auto,2023-11-05,1,56.66,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735465,902590,256058631,Rock Auto,2023-11-05,1,87.04,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735466,902590,256058702,Rock Auto,2023-11-05,1,499.72,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735467,902590,256059067,Rock Auto,2023-11-05,1,118.67,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735468,902590,256059148,Rock Auto,2023-11-05,1,82.19,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735469,902590,256059384,Rock Auto,2023-11-05,1,22.12,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735471,902930,GWbYmM8Ym,Amazon,2023-11-05,1,430.2,UPSG,2023-11-06,[k] amazon dropship
BP,108735472,902930,G7645y8Wm,Amazon,2023-11-05,1,543.31,UPSGS,2023-11-06,[k] amazon dropship
BP,108735473,900001,151668965,Carparts.com,2023-11-05,1,82.07,FDXG,2023-11-06,[n] open in bp numina
BP,108735474,902930,GW7w638vm,Amazon,2023-11-05,1,171.57,UPSG,2023-11-06,[k] amazon dropship
BP,108735475,902760,3828418,Turn 5 Inc,2023-11-05,1,75.04,FDXHD,2023-11-06,[q] pending release
BP,108735476,902530,GqQRS18qm,Amazon-Callahan,2023-11-05,1,111.88,UPSG,2023-11-06,[k] amazon dropship
BP,108735478,900001,151668794,Carparts.com,2023-11-05,1,18.6,FDXG,2023-11-06,[q] pending release
BP,108735480,903910,1120438,Turn14 Distribution,2023-11-05,1,106.08,FDXHD,2023-11-06,[q] pending release
BP,108735481,902530,GvNZtW8Xm,Amazon-Callahan,2023-11-05,1,100.03,UPSGS,2023-11-06,[k] amazon dropship
BP,108735482,902530,Gk3wlh8Wm,Amazon-Callahan,2023-11-05,1,60.33,UPSG,2023-11-06,[k] amazon dropship
BP,108735483,902930,G7nTSN8cm,Amazon,2023-11-05,1,59.78,UPSG,2023-11-06,[k] amazon dropship
BP,108735486,900001,151668462,Carparts.com,2023-11-05,1,207.67,FDXG,2023-11-06,[n] open in bp numina
BP,108735487,902930,GkCPXW8xm,Amazon,2023-11-05,1,30.01,UPSG,2023-11-06,[k] amazon dropship
BP,108735488,900001,151668451,Carparts.com,2023-11-05,1,106.15,FDXG,2023-11-06,[q] pending release
BP,108735489,902590,256059515,Rock Auto,2023-11-05,1,76.26,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735490,902590,256059579,Rock Auto,2023-11-05,1,12.85,USPS,2023-11-06,[r] rock auto sales PO
BP,108735491,902590,256059604,Rock Auto,2023-11-05,1,75.28,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735492,902590,256059607,Rock Auto,2023-11-05,1,61.4,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735493,902590,256059671,Rock Auto,2023-11-05,1,88.98,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735494,902590,256059768,Rock Auto,2023-11-05,1,138.46,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735495,902590,256059921,Rock Auto,2023-11-05,1,40.8,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735496,902590,256059909,Rock Auto,2023-11-05,1,379.85,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735497,902590,256059969,Rock Auto,2023-11-05,1,449.61,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735498,902590,256060135,Rock Auto,2023-11-05,1,154.38,DHL,2023-11-06,[r] rock auto sales PO
BP,108735499,902590,256060256,Rock Auto,2023-11-05,1,47.04,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735500,902590,256060273,Rock Auto,2023-11-05,1,69.02,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735501,902590,256060338,Rock Auto,2023-11-05,1,52.35,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735502,902590,256060415,Rock Auto,2023-11-05,1,154.21,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735503,902590,256060568,Rock Auto,2023-11-05,1,103.52,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735504,902590,256060722,Rock Auto,2023-11-05,1,170.47,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735505,902590,256060894,Rock Auto,2023-11-05,1,185.87,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735506,902590,256060899,Rock Auto,2023-11-05,1,223.45,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735507,902590,256061161,Rock Auto,2023-11-05,1,11.03,USPS,2023-11-06,[r] rock auto sales PO
BP,108735508,902590,256061162,Rock Auto,2023-11-05,1,224.48,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735509,902590,256061191,Rock Auto,2023-11-05,1,88.98,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735510,902590,256061325,Rock Auto,2023-11-05,1,226.18,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735511,902590,256061451,Rock Auto,2023-11-05,1,17.04,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735512,902590,256061577,Rock Auto,2023-11-05,1,216.75,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735513,902590,256061525,Rock Auto,2023-11-05,1,282.09,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735514,902590,256061697,Rock Auto,2023-11-05,1,54.49,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735515,902590,256061636,Rock Auto,2023-11-05,1,63.94,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735516,902590,256061944,Rock Auto,2023-11-05,1,58.74,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735517,902590,256061924,Rock Auto,2023-11-05,1,82.35,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735518,902590,256062076,Rock Auto,2023-11-05,1,170.7,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735519,902590,256062281,Rock Auto,2023-11-05,1,21.6,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735520,902590,256062250,Rock Auto,2023-11-05,1,10.23,USPS,2023-11-06,[r] rock auto sales PO
BP,108735521,902590,256062405,Rock Auto,2023-11-05,1,204.57,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735522,902590,256062466,Rock Auto,2023-11-05,1,104.28,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735523,902530,GsxRX58dm,Amazon-Callahan,2023-11-05,1,256.37,UPSG,2023-11-06,[k] amazon dropship
BP,108735524,903265,91620127,AutoZone,2023-11-05,1,39.48,FDXG,2023-11-06,[q] pending release
BP,108735526,903265,91619876,AutoZone,2023-11-05,1,135.38,FEDPO,2023-11-06,[q] pending release
BP,108735527,903265,91620077,AutoZone,2023-11-05,1,229.37,FDXSO,2023-11-06,[q] pending release
BP,108735528,900001,151669619,Carparts.com,2023-11-05,1,14.92,FDXG,2023-11-06,[q] pending release
BP,108735529,902930,GtWsqS82m,Amazon,2023-11-05,1,436.33,UPSR,2023-11-06,[k] amazon dropship
BP,108735530,903265,91620338,AutoZone,2023-11-05,1,132.59,FDXG,2023-11-06,[q] pending release
BP,108735531,903265,91619926,AutoZone,2023-11-05,1,117.63,FEDPO,2023-11-06,[q] pending release
BP,108735532,900001,151671147,Carparts.com,2023-11-05,1,63.82,FDXG,2023-11-06,[q] pending release
BP,108735533,902530,Gfvxw4Dxm,Amazon-Callahan,2023-11-05,1,88.39,UPSG,2023-11-06,[k] amazon dropship
BP,108735534,903265,91620120,AutoZone,2023-11-05,1,104.02,FDXSO,2023-11-06,[q] pending release
BP,108735535,903265,91619728,AutoZone,2023-11-05,1,155.49,FDXG,2023-11-06,[q] pending release
BP,108735536,902530,GsCCm58lm,Amazon-Callahan,2023-11-05,1,105.78,UPSG,2023-11-06,[k] amazon dropship
BP,108735537,903265,91619819,AutoZone,2023-11-05,1,182.74,FDXSO,2023-11-06,[q] pending release
BP,108735538,903265,91620154,AutoZone,2023-11-05,1,89.16,FDXSO,2023-11-06,[n] open in bp numina
BP,108735539,902930,GftJpX8pm,Amazon,2023-11-05,1,168.08,UPSR,2023-11-06,[k] amazon dropship
BP,108735541,902670,49541934-4B2D5T,CarID,2023-11-05,1,152.18,FDXHD,2023-11-06,[q] pending release
BP,108735542,903265,91620075,AutoZone,2023-11-05,1,232.84,FDXSO,2023-11-06,[q] pending release
BP,108735543,902930,G72cjS8Pm,Amazon,2023-11-05,1,297.11,UPSG,2023-11-06,[k] amazon dropship
BP,108735544,903265,91620128,AutoZone,2023-11-05,1,33.5,FDXG,2023-11-06,[q] pending release
BP,108735545,903265,91620014,AutoZone,2023-11-05,1,196.95,FDXSO,2023-11-06,[q] pending release
BP,108735546,903265,91619690,AutoZone,2023-11-05,1,260.24,FDXG,2023-11-06,[q] pending release
BP,108735547,902930,GBwVfP8Pm,Amazon,2023-11-05,1,35.84,UPSG,2023-11-06,[k] amazon dropship
BP,108735548,900001,151671387,Carparts.com,2023-11-05,1,54.88,FDXG,2023-11-06,[q] pending release
BP,108735549,903265,91620289,AutoZone,2023-11-05,1,37.73,FDXG,2023-11-06,[q] pending release
BP,108735550,902530,GHq6Ck8hm,Amazon-Callahan,2023-11-05,1,138.97,UPSG,2023-11-06,[k] amazon dropship
BP,108735551,903265,91619686,AutoZone,2023-11-05,1,176.4,FDXG,2023-11-06,[q] pending release
BP,108735552,903265,91620241,AutoZone,2023-11-05,1,38.89,FDXSO,2023-11-06,[q] pending release
BP,108735553,903265,91619709,AutoZone,2023-11-05,1,393.89,FDXSO,2023-11-06,[q] pending release
BP,108735554,903265,91620354,AutoZone,2023-11-05,1,78.66,FDXSO,2023-11-06,[q] pending release
BP,108735555,903265,91620230,AutoZone,2023-11-05,1,62.19,FDXG,2023-11-06,[q] pending release
BP,108735556,902590,256062880,Rock Auto,2023-11-05,1,227.05,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735557,902590,256062762,Rock Auto,2023-11-05,1,193.36,FDXG,2023-11-06,[y] duplicate POs
BP,108735558,902590,256062688,Rock Auto,2023-11-05,1,10.51,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735559,902590,256062909,Rock Auto,2023-11-05,1,0.0,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735560,902590,256062876,Rock Auto,2023-11-05,1,17.83,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735561,902590,256062826,Rock Auto,2023-11-05,1,162.18,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735562,902590,256062994,Rock Auto,2023-11-05,1,114.92,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735563,902590,256063032,Rock Auto,2023-11-05,1,164.18,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735564,902590,256063246,Rock Auto,2023-11-05,1,52.95,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735565,902590,256063201,Rock Auto,2023-11-05,1,246.74,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735566,902590,256063400,Rock Auto,2023-11-05,1,849.98,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735567,902590,256063541,Rock Auto,2023-11-05,1,63.32,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735568,902590,256063481,Rock Auto,2023-11-05,1,988.33,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735569,902590,256063645,Rock Auto,2023-11-05,1,369.42,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735570,902590,256063644,Rock Auto,2023-11-05,1,19.38,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735571,902590,256063649,Rock Auto,2023-11-05,1,199.34,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735572,902590,256063754,Rock Auto,2023-11-05,1,331.59,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735573,902590,256063729,Rock Auto,2023-11-05,1,118.73,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735574,902590,256063885,Rock Auto,2023-11-05,1,81.36,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735575,902590,256063904,Rock Auto,2023-11-05,1,73.38,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735576,902590,256063931,Rock Auto,2023-11-05,1,184.96,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735577,902590,256063976,Rock Auto,2023-11-05,1,359.97,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735578,902590,256064117,Rock Auto,2023-11-05,1,160.49,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735579,902590,256064115,Rock Auto,2023-11-05,1,385.22,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735580,902590,256064166,Rock Auto,2023-11-05,1,44.0,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735581,902590,256064169,Rock Auto,2023-11-05,1,60.76,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735582,902590,256064257,Rock Auto,2023-11-05,1,170.86,UPSG,2023-11-06,[y] duplicate POs
BP,108735583,902590,256064329,Rock Auto,2023-11-05,1,250.02,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735584,902590,256064353,Rock Auto,2023-11-05,1,78.25,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735585,902590,256064473,Rock Auto,2023-11-05,1,158.7,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735586,902590,256064645,Rock Auto,2023-11-05,1,10.07,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735587,902590,256064625,Rock Auto,2023-11-05,1,12.17,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735588,902590,256064750,Rock Auto,2023-11-05,1,342.53,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735589,902590,256064822,Rock Auto,2023-11-05,1,192.3,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735590,902590,256064833,Rock Auto,2023-11-05,1,44.12,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735591,902590,256064804,Rock Auto,2023-11-05,1,0.0,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735592,902590,256064951,Rock Auto,2023-11-05,1,76.26,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735593,902590,256064947,Rock Auto,2023-11-05,1,52.35,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735594,902590,256065143,Rock Auto,2023-11-05,1,81.46,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735595,902590,256065182,Rock Auto,2023-11-05,1,17.14,USPS,2023-11-06,[r] rock auto sales PO
BP,108735596,902590,256065260,Rock Auto,2023-11-05,1,80.5,UPSG,2023-11-06,[r] rock auto sales PO
BP,108735597,902590,256065232,Rock Auto,2023-11-05,1,16.03,FDXG,2023-11-06,[r] rock auto sales PO
BP,108735598,902590,256065280,Rock Auto,2023-11-05,1,257.05,FDXG,2023-11-06,[r] rock auto sales PO
